ROUGE-Type,Task Name,System Name,Avg_Recall,Avg_Precision,Avg_F-Score,Num Reference Summaries
ROUGE-1+StopWordRemoval+Stemming,TASK1,106,0.11746,0.47059,0.188,4
ROUGE-1+StopWordRemoval+Stemming,TASK1,107,0.1412,0.39583,0.20815,4
ROUGE-1+StopWordRemoval+Stemming,TASK1,108,0.0519,0.38889,0.09158,4
ROUGE-1+StopWordRemoval+Stemming,TASK1,109,0.10786,0.45312,0.17425,4
ROUGE-1+StopWordRemoval+Stemming,TASK1,110,0.12849,0.38043,0.1921,4
ROUGE-1+StopWordRemoval+Stemming,TASK1,111,0.0586,0.4,0.10222,4
ROUGE-1+StopWordRemoval+Stemming,TASK1,112,0.02185,0.25,0.0402,4
ROUGE-1+StopWordRemoval+Stemming,TASK1,113,0.09255,0.36765,0.14787,4
ROUGE-1+StopWordRemoval+Stemming,TASK1,114,0.0627,0.18478,0.09363,4
ROUGE-1+StopWordRemoval+Stemming,TASK1,115,0.05494,0.41667,0.09708,4
ROUGE-1+StopWordRemoval+Stemming,TASK1,116,0.07761,0.30882,0.12405,4
ROUGE-1+StopWordRemoval+Stemming,TASK1,117,0.19544,0.50962,0.28253,4
ROUGE-1+StopWordRemoval+Stemming,TASK1,118,0.03245,0.25,0.05745,4
ROUGE-1+StopWordRemoval+Stemming,TASK1,119,0.05515,0.375,0.09615,4
ROUGE-1+StopWordRemoval+Stemming,TASK1,120,0.06448,0.32143,0.10741,4
ROUGE-1+StopWordRemoval+Stemming,TASK1,121,0.09389,0.15476,0.11688,4
ROUGE-1+StopWordRemoval+Stemming,TASK1,122,0.27332,0.39362,0.32262,4
ROUGE-1+StopWordRemoval+Stemming,TASK1,123,0.07723,0.35,0.12653,4
ROUGE-1+StopWordRemoval+Stemming,TASK1,124,0.14969,0.39103,0.2165,4
ROUGE-1+StopWordRemoval+Stemming,TASK1,125,0.11138,0.39474,0.17374,4
ROUGE-1+StopWordRemoval+Stemming,TASK1,126,0.10094,0.35526,0.15721,4
ROUGE-1+StopWordRemoval+Stemming,TASK1,127,0.02163,0.16667,0.03829,4
ROUGE-1+StopWordRemoval+Stemming,TASK1,128,0.1036,0.38889,0.16361,4
ROUGE-1+StopWordRemoval+Stemming,TASK1,129,0.20823,0.50893,0.29553,4
ROUGE-1+StopWordRemoval+Stemming,TASK1,130,0.04001,0.22596,0.06798,4
ROUGE-1+StopWordRemoval+Stemming,TASK1,131,0.0731,0.27778,0.11574,4
ROUGE-1+StopWordRemoval+Stemming,TASK1,132,0.05231,0.19079,0.08211,4
ROUGE-1+StopWordRemoval+Stemming,TASK1,133,0.24326,0.275,0.25816,4
ROUGE-1+StopWordRemoval+Stemming,TASK1,134,0.12906,0.4375,0.19932,4
ROUGE-1+StopWordRemoval+Stemming,TASK1,135,0.22488,0.29902,0.2567,4
ROUGE-1+StopWordRemoval+Stemming,TASK1,136,0.04324,0.3,0.07558,4
ROUGE-1+StopWordRemoval+Stemming,TASK1,137,0.08607,0.24792,0.12777,4
ROUGE-1+StopWordRemoval+Stemming,TASK2,138,0.0705,0.25,0.10999,4
ROUGE-1+StopWordRemoval+Stemming,TASK2,139,0.03636,0.15278,0.05874,4
ROUGE-1+StopWordRemoval+Stemming,TASK2,140,0.05681,0.38636,0.09906,4
ROUGE-1+StopWordRemoval+Stemming,TASK2,141,0.13171,0.4496,0.20374,4
ROUGE-1+StopWordRemoval+Stemming,TASK2,142,0.07938,0.375,0.13102,4
ROUGE-1+StopWordRemoval+Stemming,TASK2,143,0.02711,0.15385,0.04609,4
ROUGE-1+StopWordRemoval+Stemming,TASK2,144,0.05562,0.23611,0.09004,4
ROUGE-1+StopWordRemoval+Stemming,TASK2,145,0.05632,0.38636,0.09831,4
ROUGE-1+StopWordRemoval+Stemming,TASK2,146,0.06309,0.19,0.09473,4
ROUGE-1+StopWordRemoval+Stemming,TASK2,147,0.14086,0.30714,0.19314,4
ROUGE-1+StopWordRemoval+Stemming,TASK2,148,0.15913,0.25,0.19447,4
ROUGE-1+StopWordRemoval+Stemming,TASK2,149,0.27202,0.1739,0.21217,4
ROUGE-1+StopWordRemoval+Stemming,TASK2,150,0.00725,0.08333,0.01334,4
ROUGE-1+StopWordRemoval+Stemming,TASK2,151,0.175,0.25481,0.20749,4
ROUGE-1+StopWordRemoval+Stemming,TASK2,152,0.10718,0.5,0.17653,4
ROUGE-1+StopWordRemoval+Stemming,TASK2,153,0.10984,0.38799,0.17121,4
ROUGE-1+StopWordRemoval+Stemming,TASK2,154,0.05384,0.36364,0.09379,4
ROUGE-1+StopWordRemoval+Stemming,TASK2,155,0.06596,0.35714,0.11136,4
ROUGE-1+StopWordRemoval+Stemming,TASK2,156,0.03576,0.45833,0.06635,4
ROUGE-1+StopWordRemoval+Stemming,TASK2,157,0.09009,0.30682,0.13928,4
ROUGE-1+StopWordRemoval+Stemming,TASK2,158,0.06942,0.32812,0.1146,4
ROUGE-1+StopWordRemoval+Stemming,TASK2,159,0.07071,0.47727,0.12318,4
ROUGE-1+StopWordRemoval+Stemming,TASK2,160,0.11016,0.34375,0.16685,4
ROUGE-1+StopWordRemoval+Stemming,TASK2,161,0.09259,0.36842,0.14799,4
ROUGE-1+StopWordRemoval+Stemming,TASK2,162,0.13203,0.29202,0.18184,4
ROUGE-1+StopWordRemoval+Stemming,TASK2,163,0.04659,0.26923,0.07943,4
ROUGE-1+StopWordRemoval+Stemming,TASK2,164,0.16488,0.35714,0.22561,4
ROUGE-1+StopWordRemoval+Stemming,TASK2,165,0.04918,0.34091,0.08596,4
ROUGE-1+StopWordRemoval+Stemming,TASK2,166,0.01331,0.11111,0.02377,4
ROUGE-1+StopWordRemoval+Stemming,TASK2,167,0.02343,0.58333,0.04505,4
ROUGE-1+StopWordRemoval+Stemming,TASK2,168,0.02912,0.16071,0.0493,4
ROUGE-1+StopWordRemoval+Stemming,TASK2,169,0.1744,0.19203,0.18279,4
ROUGE-1+StopWordRemoval+Stemming,TASK2,170,0.17312,0.16987,0.17148,4
ROUGE-1+StopWordRemoval+Stemming,TASK2,171,0.05016,0.18571,0.07899,4
ROUGE-1+StopWordRemoval+Stemming,TASK2,172,0.14395,0.18333,0.16127,4
ROUGE-1+StopWordRemoval+Stemming,TASK2,173,0.16969,0.425,0.24254,4
ROUGE-1+StopWordRemoval+Stemming,TASK2,174,0.13879,0.40385,0.20659,4
ROUGE-1+StopWordRemoval+Stemming,TASK2,175,0.04967,0.375,0.08772,4
ROUGE-1+StopWordRemoval+Stemming,TASK2,176,0.13922,0.38889,0.20504,4
ROUGE-1+StopWordRemoval+Stemming,TASK2,177,0.05037,0.23438,0.08292,4
ROUGE-1+StopWordRemoval+Stemming,TASK2,178,0.14714,0.30811,0.19916,4
ROUGE-1+StopWordRemoval+Stemming,TASK2,179,0.12635,0.30645,0.17893,4
ROUGE-1+StopWordRemoval+Stemming,TASK2,180,0.11888,0.42857,0.18613,4
ROUGE-1+StopWordRemoval+Stemming,TASK2,181,0.01985,0.06818,0.03075,4
ROUGE-1+StopWordRemoval+Stemming,TASK2,182,0.07825,0.35294,0.1281,4
ROUGE-1+StopWordRemoval+Stemming,TASK2,183,0.06454,0.475,0.11364,4
ROUGE-1+StopWordRemoval+Stemming,TASK2,184,0.13647,0.4881,0.2133,4
ROUGE-1+StopWordRemoval+Stemming,TASK2,185,0.21381,0.40244,0.27925,4
ROUGE-1+StopWordRemoval+Stemming,TASK2,186,0.00963,0.1875,0.01832,4
ROUGE-1+StopWordRemoval+Stemming,TASK2,187,0.03934,0.33333,0.07037,4
ROUGE-1+StopWordRemoval+Stemming,TASK2,188,0.08992,0.375,0.14506,4
ROUGE-1+StopWordRemoval+Stemming,TASK2,189,0.03241,0.17857,0.05487,4
ROUGE-1+StopWordRemoval+Stemming,TASK2,190,0.133,0.43025,0.20319,4
ROUGE-1+StopWordRemoval+Stemming,TASK2,191,0.01353,0.2,0.02534,4
ROUGE-1+StopWordRemoval+Stemming,TASK2,192,0.11644,0.38043,0.1783,4
ROUGE-1+StopWordRemoval+Stemming,TASK2,193,0.05692,0.38636,0.09922,4
ROUGE-1+StopWordRemoval+Stemming,TASK2,194,0.08604,0.29545,0.13327,4
ROUGE-1+StopWordRemoval+Stemming,TASK2,195,0.03566,0.13095,0.05606,4
ROUGE-1+StopWordRemoval+Stemming,TASK2,196,0.1034,0.64583,0.17826,4
ROUGE-1+StopWordRemoval+Stemming,TASK2,197,0.06287,0.36538,0.10728,4
ROUGE-1+StopWordRemoval+Stemming,TASK2,198,0.03328,0.19231,0.05674,4
ROUGE-1+StopWordRemoval+Stemming,TASK2,199,0.06288,0.33929,0.1061,4
ROUGE-1+StopWordRemoval+Stemming,TASK2,200,0.13225,0.52632,0.21138,4
ROUGE-1+StopWordRemoval+Stemming,TASK2,201,0.02684,0.14062,0.04507,4
ROUGE-1+StopWordRemoval+Stemming,TASK2,202,0.10557,0.33333,0.16035,4
ROUGE-1+StopWordRemoval+Stemming,TASK2,203,0.06934,0.2381,0.10741,4
ROUGE-1+StopWordRemoval+Stemming,TASK2,204,0.04669,0.35,0.0824,4
ROUGE-1+StopWordRemoval+Stemming,TASK2,205,0.03652,0.17188,0.06025,4
ROUGE-1+StopWordRemoval+Stemming,TASK2,206,0.11351,0.31151,0.16639,4
ROUGE-1+StopWordRemoval+Stemming,TASK2,207,0.29129,0.20045,0.23748,4
ROUGE-1+StopWordRemoval+Stemming,TASK2,208,0.12299,0.26429,0.16786,4
ROUGE-1+StopWordRemoval+Stemming,TASK2,209,0.12814,0.29545,0.17876,4
ROUGE-1+StopWordRemoval+Stemming,TASK2,210,0.03982,0.23077,0.06792,4
ROUGE-1+StopWordRemoval+Stemming,TASK2,211,0.0599,0.14062,0.08401,4
ROUGE-1+StopWordRemoval+Stemming,TASK2,212,0.21094,0.11744,0.15088,4
ROUGE-1+StopWordRemoval+Stemming,TASK2,213,0.11828,0.45,0.18733,4
ROUGE-1+StopWordRemoval+Stemming,TASK2,214,0.21202,0.2057,0.20881,4
ROUGE-1+StopWordRemoval+Stemming,TASK2,215,0.03209,0.13158,0.0516,4
ROUGE-1+StopWordRemoval+Stemming,TASK2,216,0.0968,0.2197,0.13438,4
ROUGE-1+StopWordRemoval+Stemming,TASK2,217,0.10313,0.40789,0.16463,4
ROUGE-1+StopWordRemoval+Stemming,TASK2,218,0.07876,0.2875,0.12365,4
ROUGE-1+StopWordRemoval+Stemming,TASK2,219,0.04669,0.26923,0.07959,4
ROUGE-1+StopWordRemoval+Stemming,TASK2,220,0.08502,0.46429,0.14371,4
ROUGE-1+StopWordRemoval+Stemming,TASK2,221,0.00309,0.025,0.00549,4
ROUGE-1+StopWordRemoval+Stemming,TASK2,222,0.07034,0.16935,0.0994,4
ROUGE-1+StopWordRemoval+Stemming,TASK2,223,0.11585,0.16204,0.1351,4
ROUGE-1+StopWordRemoval+Stemming,TASK3,224,0.16102,0.21166,0.1829,4
ROUGE-1+StopWordRemoval+Stemming,TASK3,225,0.21088,0.46429,0.29003,4
ROUGE-1+StopWordRemoval+Stemming,TASK3,226,0.1221,0.57692,0.20155,4
ROUGE-1+StopWordRemoval+Stemming,TASK3,227,0.12177,0.19602,0.15022,4
ROUGE-1+StopWordRemoval+Stemming,TASK3,228,0.02765,0.11667,0.04471,4
ROUGE-1+StopWordRemoval+Stemming,TASK3,229,0.01193,0.10714,0.02147,4
ROUGE-1+StopWordRemoval+Stemming,TASK3,230,0.0281,0.14583,0.04712,4
ROUGE-1+StopWordRemoval+Stemming,TASK3,231,0.09346,0.23,0.13291,4
ROUGE-1+StopWordRemoval+Stemming,TASK3,232,0.06056,0.28434,0.09985,4
ROUGE-1+StopWordRemoval+Stemming,TASK3,233,0.09713,0.35294,0.15234,4
ROUGE-1+StopWordRemoval+Stemming,TASK3,234,0.15042,0.57812,0.23872,4
ROUGE-1+StopWordRemoval+Stemming,TASK3,235,0.15423,0.30645,0.20519,4
ROUGE-1+StopWordRemoval+Stemming,TASK3,236,0.12935,0.38095,0.19313,4
ROUGE-1+StopWordRemoval+Stemming,TASK3,237,0.04472,0.45833,0.08149,4
ROUGE-1+StopWordRemoval+Stemming,TASK3,238,0.07682,0.19792,0.11068,4
ROUGE-1+StopWordRemoval+Stemming,TASK3,239,0.04827,0.16667,0.07486,4
ROUGE-1+StopWordRemoval+Stemming,TASK3,240,0.04493,0.25,0.07617,4
ROUGE-1+StopWordRemoval+Stemming,TASK3,241,0.01996,0.20833,0.03642,4
ROUGE-1+StopWordRemoval+Stemming,TASK3,242,0.07282,0.16667,0.10135,4
ROUGE-1+StopWordRemoval+Stemming,TASK3,243,0.04003,0.15625,0.06373,4
ROUGE-1+StopWordRemoval+Stemming,TASK3,244,0.16259,0.28571,0.20724,4
ROUGE-1+StopWordRemoval+Stemming,TASK3,245,0.04851,0.3,0.08351,4
ROUGE-1+StopWordRemoval+Stemming,TASK3,246,0.08911,0.42308,0.14721,4
ROUGE-1+StopWordRemoval+Stemming,TASK3,247,0.0852,0.34375,0.13655,4
ROUGE-1+StopWordRemoval+Stemming,TASK3,248,0.03657,0.20455,0.06205,4
ROUGE-1+StopWordRemoval+Stemming,TASK3,249,0.06512,0.22222,0.10073,4
ROUGE-1+StopWordRemoval+Stemming,TASK3,250,0.03234,0.14286,0.05274,4
ROUGE-1+StopWordRemoval+Stemming,TASK3,251,0.06491,0.17255,0.09434,4
ROUGE-1+StopWordRemoval+Stemming,TASK3,252,0.07682,0.25,0.11753,4
ROUGE-1+StopWordRemoval+Stemming,TASK3,253,0.04472,0.55,0.08271,4
ROUGE-1+StopWordRemoval+Stemming,TASK3,254,0.06501,0.33333,0.10879,4
ROUGE-1+StopWordRemoval+Stemming,TASK3,255,0.04884,0.25,0.08171,4
ROUGE-1+StopWordRemoval+Stemming,TASK3,256,0.05196,0.36111,0.09085,4
ROUGE-1+StopWordRemoval+Stemming,TASK3,257,0.01662,0.125,0.02934,4
ROUGE-1+StopWordRemoval+Stemming,TASK3,258,0.01617,0.25,0.03037,4
ROUGE-1+StopWordRemoval+Stemming,TASK3,259,0.00769,0.05556,0.01352,4
ROUGE-1+StopWordRemoval+Stemming,TASK3,260,0.03222,0.18182,0.05474,4
ROUGE-1+StopWordRemoval+Stemming,TASK3,261,0.04036,0.22727,0.06855,4
ROUGE-1+StopWordRemoval+Stemming,TASK3,262,0.03657,0.25,0.06381,4
ROUGE-1+StopWordRemoval+Stemming,TASK3,263,0.06915,0.425,0.11894,4
ROUGE-1+StopWordRemoval+Stemming,TASK3,264,0.04048,0.17857,0.066,4
ROUGE-1+StopWordRemoval+Stemming,TASK3,265,0.09746,0.42857,0.15881,4
ROUGE-1+StopWordRemoval+Stemming,TASK3,266,0.07327,0.34615,0.12094,4
ROUGE-1+StopWordRemoval+Stemming,TASK3,267,0.02777,0.175,0.04793,4
ROUGE-1+StopWordRemoval+Stemming,TASK3,268,0.10525,0.26,0.14984,4
ROUGE-1+StopWordRemoval+Stemming,TASK3,269,0.10927,0.25962,0.15381,4
ROUGE-1+StopWordRemoval+Stemming,TASK3,270,0.04048,0.15625,0.0643,4
ROUGE-1+StopWordRemoval+Stemming,TASK3,271,0.09311,0.63889,0.16253,4
ROUGE-1+StopWordRemoval+Stemming,TASK3,272,0.10527,0.19118,0.13578,4
ROUGE-1+StopWordRemoval+Stemming,TASK3,273,0.07348,0.20455,0.10812,4
ROUGE-1+StopWordRemoval+Stemming,TASK3,274,0.10191,0.39062,0.16165,4
ROUGE-1+StopWordRemoval+Stemming,TASK3,275,0.02464,0.1875,0.04356,4
ROUGE-1+StopWordRemoval+Stemming,TASK3,276,0.12021,0.28846,0.1697,4
ROUGE-1+StopWordRemoval+Stemming,TASK3,277,0.05698,0.31818,0.09665,4
ROUGE-1+StopWordRemoval+Stemming,TASK3,278,0.20229,0.22321,0.21224,4
ROUGE-1+StopWordRemoval+Stemming,TASK3,279,0.04839,0.27273,0.08219,4
ROUGE-1+StopWordRemoval+Stemming,TASK3,280,0.17452,0.27564,0.21372,4
ROUGE-1+StopWordRemoval+Stemming,TASK3,281,0.11709,0.42647,0.18373,4
ROUGE-1+StopWordRemoval+Stemming,TASK3,282,0.07249,0.25,0.11239,4
ROUGE-1+StopWordRemoval+Stemming,TASK3,283,0.04427,0.21154,0.07322,4
ROUGE-1+StopWordRemoval+Stemming,TASK3,284,0.08553,0.29167,0.13227,4
ROUGE-1+StopWordRemoval+Stemming,TASK3,285,0.07616,0.25,0.11675,4
ROUGE-1+StopWordRemoval+Stemming,TASK3,286,0.05184,0.40625,0.09195,4
ROUGE-1+StopWordRemoval+Stemming,TASK3,287,0.06423,0.28571,0.10488,4
ROUGE-1+StopWordRemoval+Stemming,TASK3,288,0.12589,0.23052,0.16285,4
ROUGE-1+StopWordRemoval+Stemming,TASK3,289,0.05307,0.18056,0.08203,4
ROUGE-1+StopWordRemoval+Stemming,TASK3,290,0.08106,0.2,0.11536,4
ROUGE-1+StopWordRemoval+Stemming,TASK3,291,0.13382,0.26411,0.17764,4
ROUGE-1+StopWordRemoval+Stemming,TASK3,292,0.15423,0.24359,0.18887,4
ROUGE-1+StopWordRemoval+Stemming,TASK3,293,0.16905,0.35,0.22798,4
ROUGE-1+StopWordRemoval+Stemming,TASK3,294,0.10482,0.38235,0.16454,4
ROUGE-1+StopWordRemoval+Stemming,TASK3,295,0.03246,0.13333,0.0522,4
ROUGE-1+StopWordRemoval+Stemming,TASK3,296,0.12511,0.45588,0.19634,4
ROUGE-1+StopWordRemoval+Stemming,TASK3,297,0.10561,0.38235,0.1655,4
ROUGE-1+StopWordRemoval+Stemming,TASK3,298,0.03568,0.28125,0.06332,4
ROUGE-1+StopWordRemoval+Stemming,TASK3,299,0.03189,0.22222,0.05577,4
ROUGE-1+StopWordRemoval+Stemming,TASK3,300,0.00391,0.02273,0.00667,4
ROUGE-1+StopWordRemoval+Stemming,TASK3,301,0.09791,0.1875,0.12864,4
ROUGE-1+StopWordRemoval+Stemming,TASK3,302,0.06756,0.30357,0.11053,4
ROUGE-1+StopWordRemoval+Stemming,TASK3,303,0.06479,0.14286,0.08915,4
