ROUGE-Type,Task Name,System Name,Avg_Recall,Avg_Precision,Avg_F-Score,Num Reference Summaries
ROUGE-2+StopWordRemoval+Stemming,TASK1,68,0.02986,0.12153,0.04794,4
ROUGE-2+StopWordRemoval+Stemming,TASK1,69,0.01493,0.09091,0.02564,4
ROUGE-2+StopWordRemoval+Stemming,TASK1,70,0.05904,0.17045,0.0877,4
ROUGE-2+StopWordRemoval+Stemming,TASK1,71,0.08031,0.21875,0.11749,4
ROUGE-2+StopWordRemoval+Stemming,TASK1,72,0.02174,0.07895,0.03409,4
ROUGE-2+StopWordRemoval+Stemming,TASK1,73,0,0,0,4
ROUGE-2+StopWordRemoval+Stemming,TASK1,74,0.00329,0.025,0.00581,4
ROUGE-2+StopWordRemoval+Stemming,TASK1,75,0.00725,0.05,0.01267,4
ROUGE-2+StopWordRemoval+Stemming,TASK1,76,0.00352,0.01316,0.00556,4
ROUGE-2+StopWordRemoval+Stemming,TASK1,77,0,0,0,4
ROUGE-2+StopWordRemoval+Stemming,TASK1,78,0.01472,0.03571,0.02085,4
ROUGE-2+StopWordRemoval+Stemming,TASK1,79,0,0,0,4
ROUGE-2+StopWordRemoval+Stemming,TASK1,80,0,0,0,4
ROUGE-2+StopWordRemoval+Stemming,TASK1,81,0.01493,0.05882,0.02381,4
ROUGE-2+StopWordRemoval+Stemming,TASK1,82,0.00329,0.01786,0.00556,4
ROUGE-2+StopWordRemoval+Stemming,TASK1,83,0,0,0,4
ROUGE-2+StopWordRemoval+Stemming,TASK1,84,0.01493,0.08333,0.02532,4
ROUGE-2+StopWordRemoval+Stemming,TASK1,85,0.02986,0.0625,0.04041,4
ROUGE-2+StopWordRemoval+Stemming,TASK1,86,0,0,0,4
ROUGE-2+StopWordRemoval+Stemming,TASK1,87,0.00812,0.07143,0.01458,4
ROUGE-2+StopWordRemoval+Stemming,TASK1,88,0.00725,0.03846,0.0122,4
ROUGE-2+StopWordRemoval+Stemming,TASK1,89,0.02174,0.13636,0.0375,4
ROUGE-2+StopWordRemoval+Stemming,TASK1,90,0.00725,0.05556,0.01283,4
ROUGE-2+StopWordRemoval+Stemming,TASK1,91,0,0,0,4
ROUGE-2+StopWordRemoval+Stemming,TASK1,92,0.0428,0.15278,0.06687,4
ROUGE-2+StopWordRemoval+Stemming,TASK1,93,0.01822,0.0625,0.02821,4
ROUGE-2+StopWordRemoval+Stemming,TASK1,94,0.01493,0.05556,0.02353,4
ROUGE-2+StopWordRemoval+Stemming,TASK1,95,0.02174,0.07143,0.03333,4
ROUGE-2+StopWordRemoval+Stemming,TASK1,96,0.05244,0.23333,0.08563,4
ROUGE-2+StopWordRemoval+Stemming,TASK1,97,0.02965,0.15385,0.04971,4
ROUGE-2+StopWordRemoval+Stemming,TASK1,98,0.0112,0.02009,0.01438,4
ROUGE-2+StopWordRemoval+Stemming,TASK1,99,0.00329,0.01786,0.00556,4
ROUGE-2+StopWordRemoval+Stemming,TASK1,100,0.01822,0.02778,0.022,4
ROUGE-2+StopWordRemoval+Stemming,TASK1,101,0.00725,0.04167,0.01235,4
ROUGE-2+StopWordRemoval+Stemming,TASK1,102,0.0257,0.10294,0.04113,4
ROUGE-2+StopWordRemoval+Stemming,TASK1,103,0.03841,0.13158,0.05947,4
ROUGE-2+StopWordRemoval+Stemming,TASK1,104,0.02218,0.08824,0.03545,4
ROUGE-2+StopWordRemoval+Stemming,TASK1,105,0.01931,0.07465,0.03069,4
ROUGE-2+StopWordRemoval+Stemming,TASK1,106,0.01845,0.07812,0.02985,4
ROUGE-2+StopWordRemoval+Stemming,TASK1,107,0.0292,0.08696,0.04372,4
ROUGE-2+StopWordRemoval+Stemming,TASK1,108,0.00725,0.0625,0.013,4
ROUGE-2+StopWordRemoval+Stemming,TASK1,109,0.04236,0.18333,0.06881,4
ROUGE-2+StopWordRemoval+Stemming,TASK1,110,0.03116,0.09091,0.04641,4
ROUGE-2+StopWordRemoval+Stemming,TASK1,111,0.00768,0.05556,0.01349,4
ROUGE-2+StopWordRemoval+Stemming,TASK1,112,0.00725,0.1,0.01352,4
ROUGE-2+StopWordRemoval+Stemming,TASK1,113,0.03338,0.14062,0.05395,4
ROUGE-2+StopWordRemoval+Stemming,TASK1,114,0.01493,0.04545,0.02247,4
ROUGE-2+StopWordRemoval+Stemming,TASK1,115,0.00725,0.0625,0.013,4
ROUGE-2+StopWordRemoval+Stemming,TASK1,116,0.01845,0.07812,0.02985,4
ROUGE-2+StopWordRemoval+Stemming,TASK1,117,0.0665,0.18,0.09712,4
ROUGE-2+StopWordRemoval+Stemming,TASK1,118,0,0,0,4
ROUGE-2+StopWordRemoval+Stemming,TASK1,119,0.02174,0.16667,0.03846,4
ROUGE-2+StopWordRemoval+Stemming,TASK1,120,0.01493,0.07692,0.025,4
ROUGE-2+StopWordRemoval+Stemming,TASK1,121,0.01493,0.02439,0.01852,4
ROUGE-2+StopWordRemoval+Stemming,TASK1,122,0.12666,0.17935,0.14847,4
ROUGE-2+StopWordRemoval+Stemming,TASK1,123,0.01493,0.07143,0.02469,4
ROUGE-2+StopWordRemoval+Stemming,TASK1,124,0.04744,0.12923,0.0694,4
ROUGE-2+StopWordRemoval+Stemming,TASK1,125,0.04063,0.15278,0.06419,4
ROUGE-2+StopWordRemoval+Stemming,TASK1,126,0.0349,0.125,0.05456,4
ROUGE-2+StopWordRemoval+Stemming,TASK1,127,0,0,0,4
ROUGE-2+StopWordRemoval+Stemming,TASK1,128,0.02349,0.08824,0.0371,4
ROUGE-2+StopWordRemoval+Stemming,TASK1,129,0.07856,0.19444,0.11191,4
ROUGE-2+StopWordRemoval+Stemming,TASK1,130,0,0,0,4
ROUGE-2+StopWordRemoval+Stemming,TASK1,131,0.02174,0.08824,0.03488,4
ROUGE-2+StopWordRemoval+Stemming,TASK1,132,0.0226,0.0866,0.03585,4
ROUGE-2+StopWordRemoval+Stemming,TASK1,133,0.06167,0.0678,0.06459,4
ROUGE-2+StopWordRemoval+Stemming,TASK1,134,0.04586,0.15789,0.07107,4
ROUGE-2+StopWordRemoval+Stemming,TASK1,135,0.07175,0.095,0.08176,4
ROUGE-2+StopWordRemoval+Stemming,TASK1,136,0.00768,0.05556,0.01349,4
ROUGE-2+StopWordRemoval+Stemming,TASK1,137,0.0226,0.06431,0.03345,4
ROUGE-2+StopWordRemoval+Stemming,TASK2,138,0.02737,0.1,0.04298,4
ROUGE-2+StopWordRemoval+Stemming,TASK2,139,0,0,0,4
ROUGE-2+StopWordRemoval+Stemming,TASK2,140,0,0,0,4
ROUGE-2+StopWordRemoval+Stemming,TASK2,141,0.05024,0.17695,0.07826,4
ROUGE-2+StopWordRemoval+Stemming,TASK2,142,0.02264,0.11667,0.03792,4
ROUGE-2+StopWordRemoval+Stemming,TASK2,143,0.00362,0.02083,0.00617,4
ROUGE-2+StopWordRemoval+Stemming,TASK2,144,0.00987,0.04412,0.01613,4
ROUGE-2+StopWordRemoval+Stemming,TASK2,145,0.00373,0.025,0.00649,4
ROUGE-2+StopWordRemoval+Stemming,TASK2,146,0,0,0,4
ROUGE-2+StopWordRemoval+Stemming,TASK2,147,0.03301,0.07353,0.04557,4
ROUGE-2+StopWordRemoval+Stemming,TASK2,148,0.03602,0.05851,0.04459,4
ROUGE-2+StopWordRemoval+Stemming,TASK2,149,0.06279,0.0401,0.04894,4
ROUGE-2+StopWordRemoval+Stemming,TASK2,150,0,0,0,4
ROUGE-2+StopWordRemoval+Stemming,TASK2,151,0.05063,0.07353,0.05996,4
ROUGE-2+StopWordRemoval+Stemming,TASK2,152,0.0277,0.13333,0.04587,4
ROUGE-2+StopWordRemoval+Stemming,TASK2,153,0.03133,0.1119,0.04895,4
ROUGE-2+StopWordRemoval+Stemming,TASK2,154,0.00675,0.05,0.01189,4
ROUGE-2+StopWordRemoval+Stemming,TASK2,155,0.00675,0.03846,0.01148,4
ROUGE-2+StopWordRemoval+Stemming,TASK2,156,0.00614,0.1,0.01156,4
ROUGE-2+StopWordRemoval+Stemming,TASK2,157,0.03301,0.11905,0.05169,4
ROUGE-2+StopWordRemoval+Stemming,TASK2,158,0.01963,0.1,0.03282,4
ROUGE-2+StopWordRemoval+Stemming,TASK2,159,0.02447,0.175,0.04294,4
ROUGE-2+StopWordRemoval+Stemming,TASK2,160,0.02035,0.06522,0.03102,4
ROUGE-2+StopWordRemoval+Stemming,TASK2,161,0.01662,0.06944,0.02682,4
ROUGE-2+StopWordRemoval+Stemming,TASK2,162,0.0295,0.06751,0.04106,4
ROUGE-2+StopWordRemoval+Stemming,TASK2,163,0,0,0,4
ROUGE-2+StopWordRemoval+Stemming,TASK2,164,0.06027,0.13235,0.08283,4
ROUGE-2+StopWordRemoval+Stemming,TASK2,165,0,0,0,4
ROUGE-2+StopWordRemoval+Stemming,TASK2,166,0,0,0,4
ROUGE-2+StopWordRemoval+Stemming,TASK2,167,0,0,0,4
ROUGE-2+StopWordRemoval+Stemming,TASK2,168,0,0,0,4
ROUGE-2+StopWordRemoval+Stemming,TASK2,169,0.05303,0.05882,0.05577,4
ROUGE-2+StopWordRemoval+Stemming,TASK2,170,0.05604,0.05519,0.05561,4
ROUGE-2+StopWordRemoval+Stemming,TASK2,171,0,0,0,4
ROUGE-2+StopWordRemoval+Stemming,TASK2,172,0.04266,0.05508,0.04808,4
ROUGE-2+StopWordRemoval+Stemming,TASK2,173,0.02397,0.06034,0.03431,4
ROUGE-2+StopWordRemoval+Stemming,TASK2,174,0.0271,0.08,0.04048,4
ROUGE-2+StopWordRemoval+Stemming,TASK2,175,0.00735,0.05556,0.01299,4
ROUGE-2+StopWordRemoval+Stemming,TASK2,176,0.04438,0.125,0.0655,4
ROUGE-2+StopWordRemoval+Stemming,TASK2,177,0.01421,0.06667,0.02343,4
ROUGE-2+StopWordRemoval+Stemming,TASK2,178,0.03575,0.0778,0.04899,4
ROUGE-2+StopWordRemoval+Stemming,TASK2,179,0.06099,0.15,0.08672,4
ROUGE-2+StopWordRemoval+Stemming,TASK2,180,0.05012,0.1875,0.0791,4
ROUGE-2+StopWordRemoval+Stemming,TASK2,181,0,0,0,4
ROUGE-2+StopWordRemoval+Stemming,TASK2,182,0.01277,0.0625,0.02121,4
ROUGE-2+StopWordRemoval+Stemming,TASK2,183,0.0311,0.25,0.05533,4
ROUGE-2+StopWordRemoval+Stemming,TASK2,184,0.05195,0.1875,0.08136,4
ROUGE-2+StopWordRemoval+Stemming,TASK2,185,0.06195,0.11875,0.08143,4
ROUGE-2+StopWordRemoval+Stemming,TASK2,186,0.00301,0.08333,0.00581,4
ROUGE-2+StopWordRemoval+Stemming,TASK2,187,0.01952,0.1875,0.03535,4
ROUGE-2+StopWordRemoval+Stemming,TASK2,188,0.04393,0.19118,0.07144,4
ROUGE-2+StopWordRemoval+Stemming,TASK2,189,0.00625,0.03846,0.01075,4
ROUGE-2+StopWordRemoval+Stemming,TASK2,190,0.0606,0.20208,0.09324,4
ROUGE-2+StopWordRemoval+Stemming,TASK2,191,0.00686,0.125,0.013,4
ROUGE-2+StopWordRemoval+Stemming,TASK2,192,0.04963,0.17045,0.07687,4
ROUGE-2+StopWordRemoval+Stemming,TASK2,193,0.01349,0.1,0.02378,4
ROUGE-2+StopWordRemoval+Stemming,TASK2,194,0.02626,0.09524,0.04117,4
ROUGE-2+StopWordRemoval+Stemming,TASK2,195,0.01349,0.05,0.02125,4
ROUGE-2+StopWordRemoval+Stemming,TASK2,196,0.04047,0.27273,0.07049,4
ROUGE-2+StopWordRemoval+Stemming,TASK2,197,0.03976,0.25,0.0686,4
ROUGE-2+StopWordRemoval+Stemming,TASK2,198,0.01349,0.08333,0.02322,4
ROUGE-2+StopWordRemoval+Stemming,TASK2,199,0.03122,0.17308,0.05289,4
ROUGE-2+StopWordRemoval+Stemming,TASK2,200,0.05475,0.22222,0.08785,4
ROUGE-2+StopWordRemoval+Stemming,TASK2,201,0,0,0,4
ROUGE-2+StopWordRemoval+Stemming,TASK2,202,0.02001,0.06522,0.03063,4
ROUGE-2+StopWordRemoval+Stemming,TASK2,203,0.03215,0.1125,0.05001,4
ROUGE-2+StopWordRemoval+Stemming,TASK2,204,0.00313,0.02778,0.00562,4
ROUGE-2+StopWordRemoval+Stemming,TASK2,205,0.00664,0.03333,0.01107,4
ROUGE-2+StopWordRemoval+Stemming,TASK2,206,0.02336,0.0666,0.03459,4
ROUGE-2+StopWordRemoval+Stemming,TASK2,207,0.05554,0.03864,0.04557,4
ROUGE-2+StopWordRemoval+Stemming,TASK2,208,0.02325,0.05147,0.03203,4
ROUGE-2+StopWordRemoval+Stemming,TASK2,209,0.01349,0.03125,0.01885,4
ROUGE-2+StopWordRemoval+Stemming,TASK2,210,0.00664,0.04167,0.01145,4
ROUGE-2+StopWordRemoval+Stemming,TASK2,211,0.02325,0.05645,0.03294,4
ROUGE-2+StopWordRemoval+Stemming,TASK2,212,0.05604,0.03093,0.03986,4
ROUGE-2+StopWordRemoval+Stemming,TASK2,213,0.04349,0.17105,0.06934,4
ROUGE-2+StopWordRemoval+Stemming,TASK2,214,0.05833,0.05769,0.05801,4
ROUGE-2+StopWordRemoval+Stemming,TASK2,215,0,0,0,4
ROUGE-2+StopWordRemoval+Stemming,TASK2,216,0.02035,0.04688,0.02838,4
ROUGE-2+StopWordRemoval+Stemming,TASK2,217,0.02759,0.11111,0.0442,4
ROUGE-2+StopWordRemoval+Stemming,TASK2,218,0.02156,0.07895,0.03387,4
ROUGE-2+StopWordRemoval+Stemming,TASK2,219,0.00313,0.02083,0.00543,4
ROUGE-2+StopWordRemoval+Stemming,TASK2,220,0.02314,0.13462,0.03949,4
ROUGE-2+StopWordRemoval+Stemming,TASK2,221,0,0,0,4
ROUGE-2+StopWordRemoval+Stemming,TASK2,222,0.01711,0.04167,0.02426,4
ROUGE-2+StopWordRemoval+Stemming,TASK2,223,0.02638,0.03774,0.03105,4
ROUGE-2+StopWordRemoval+Stemming,TASK3,224,0.04115,0.05389,0.04666,4
ROUGE-2+StopWordRemoval+Stemming,TASK3,225,0.07098,0.15741,0.09784,4
ROUGE-2+StopWordRemoval+Stemming,TASK3,226,0.02868,0.14583,0.04794,4
ROUGE-2+StopWordRemoval+Stemming,TASK3,227,0.00397,0.00676,0.005,4
ROUGE-2+StopWordRemoval+Stemming,TASK3,228,0,0,0,4
ROUGE-2+StopWordRemoval+Stemming,TASK3,229,0,0,0,4
ROUGE-2+StopWordRemoval+Stemming,TASK3,230,0,0,0,4
ROUGE-2+StopWordRemoval+Stemming,TASK3,231,0.00397,0.01042,0.00575,4
ROUGE-2+StopWordRemoval+Stemming,TASK3,232,0,0,0,4
ROUGE-2+StopWordRemoval+Stemming,TASK3,233,0.00397,0.01562,0.00633,4
ROUGE-2+StopWordRemoval+Stemming,TASK3,234,0.03718,0.15,0.05959,4
ROUGE-2+StopWordRemoval+Stemming,TASK3,235,0.0204,0.04167,0.02739,4
ROUGE-2+StopWordRemoval+Stemming,TASK3,236,0.00794,0.025,0.01205,4
ROUGE-2+StopWordRemoval+Stemming,TASK3,237,0.00828,0.1,0.01529,4
ROUGE-2+StopWordRemoval+Stemming,TASK3,238,0.0289,0.07609,0.04189,4
ROUGE-2+StopWordRemoval+Stemming,TASK3,239,0.01247,0.04412,0.01944,4
ROUGE-2+StopWordRemoval+Stemming,TASK3,240,0.01247,0.075,0.02138,4
ROUGE-2+StopWordRemoval+Stemming,TASK3,241,0,0,0,4
ROUGE-2+StopWordRemoval+Stemming,TASK3,242,0,0,0,4
ROUGE-2+StopWordRemoval+Stemming,TASK3,243,0.00862,0.03333,0.0137,4
ROUGE-2+StopWordRemoval+Stemming,TASK3,244,0.01259,0.02206,0.01603,4
ROUGE-2+StopWordRemoval+Stemming,TASK3,245,0,0,0,4
ROUGE-2+StopWordRemoval+Stemming,TASK3,246,0.00794,0.04167,0.01333,4
ROUGE-2+StopWordRemoval+Stemming,TASK3,247,0.0204,0.0881,0.03313,4
ROUGE-2+StopWordRemoval+Stemming,TASK3,248,0,0,0,4
ROUGE-2+StopWordRemoval+Stemming,TASK3,249,0,0,0,4
ROUGE-2+StopWordRemoval+Stemming,TASK3,250,0,0,0,4
ROUGE-2+StopWordRemoval+Stemming,TASK3,251,0.00397,0.01136,0.00588,4
ROUGE-2+StopWordRemoval+Stemming,TASK3,252,0.01644,0.05556,0.02537,4
ROUGE-2+StopWordRemoval+Stemming,TASK3,253,0.01644,0.25,0.03084,4
ROUGE-2+StopWordRemoval+Stemming,TASK3,254,0.01644,0.09091,0.02784,4
ROUGE-2+StopWordRemoval+Stemming,TASK3,255,0,0,0,4
ROUGE-2+StopWordRemoval+Stemming,TASK3,256,0,0,0,4
ROUGE-2+StopWordRemoval+Stemming,TASK3,257,0,0,0,4
ROUGE-2+StopWordRemoval+Stemming,TASK3,258,0,0,0,4
ROUGE-2+StopWordRemoval+Stemming,TASK3,259,0,0,0,4
ROUGE-2+StopWordRemoval+Stemming,TASK3,260,0,0,0,4
ROUGE-2+StopWordRemoval+Stemming,TASK3,261,0.00431,0.025,0.00735,4
ROUGE-2+StopWordRemoval+Stemming,TASK3,262,0,0,0,4
ROUGE-2+StopWordRemoval+Stemming,TASK3,263,0.01622,0.11111,0.0283,4
ROUGE-2+StopWordRemoval+Stemming,TASK3,264,0,0,0,4
ROUGE-2+StopWordRemoval+Stemming,TASK3,265,0.02437,0.11538,0.04024,4
ROUGE-2+StopWordRemoval+Stemming,TASK3,266,0,0,0,4
ROUGE-2+StopWordRemoval+Stemming,TASK3,267,0,0,0,4
ROUGE-2+StopWordRemoval+Stemming,TASK3,268,0.00431,0.01042,0.0061,4
ROUGE-2+StopWordRemoval+Stemming,TASK3,269,0,0,0,4
ROUGE-2+StopWordRemoval+Stemming,TASK3,270,0.00794,0.03333,0.01282,4
ROUGE-2+StopWordRemoval+Stemming,TASK3,271,0.01293,0.09375,0.02273,4
ROUGE-2+StopWordRemoval+Stemming,TASK3,272,0.00397,0.00758,0.00521,4
ROUGE-2+StopWordRemoval+Stemming,TASK3,273,0,0,0,4
ROUGE-2+StopWordRemoval+Stemming,TASK3,274,0.0289,0.11667,0.04633,4
ROUGE-2+StopWordRemoval+Stemming,TASK3,275,0,0,0,4
ROUGE-2+StopWordRemoval+Stemming,TASK3,276,0.03253,0.08,0.04625,4
ROUGE-2+StopWordRemoval+Stemming,TASK3,277,0.01247,0.075,0.02138,4
ROUGE-2+StopWordRemoval+Stemming,TASK3,278,0.03718,0.04091,0.03896,4
ROUGE-2+StopWordRemoval+Stemming,TASK3,279,0,0,0,4
ROUGE-2+StopWordRemoval+Stemming,TASK3,280,0.01225,0.01974,0.01511,4
ROUGE-2+StopWordRemoval+Stemming,TASK3,281,0.02868,0.10938,0.04545,4
ROUGE-2+StopWordRemoval+Stemming,TASK3,282,0.01656,0.05882,0.02584,4
ROUGE-2+StopWordRemoval+Stemming,TASK3,283,0,0,0,4
ROUGE-2+StopWordRemoval+Stemming,TASK3,284,0.00828,0.02941,0.01292,4
ROUGE-2+StopWordRemoval+Stemming,TASK3,285,0.0204,0.06944,0.03154,4
ROUGE-2+StopWordRemoval+Stemming,TASK3,286,0.01551,0.14286,0.02798,4
ROUGE-2+StopWordRemoval+Stemming,TASK3,287,0,0,0,4
ROUGE-2+StopWordRemoval+Stemming,TASK3,288,0.0204,0.0386,0.0267,4
ROUGE-2+StopWordRemoval+Stemming,TASK3,289,0.00862,0.02941,0.01333,4
ROUGE-2+StopWordRemoval+Stemming,TASK3,290,0.01247,0.03125,0.01782,4
ROUGE-2+StopWordRemoval+Stemming,TASK3,291,0.02518,0.04946,0.03337,4
ROUGE-2+StopWordRemoval+Stemming,TASK3,292,0.01212,0.01974,0.01502,4
ROUGE-2+StopWordRemoval+Stemming,TASK3,293,0.04034,0.08621,0.05496,4
ROUGE-2+StopWordRemoval+Stemming,TASK3,294,0.02484,0.09375,0.03927,4
ROUGE-2+StopWordRemoval+Stemming,TASK3,295,0,0,0,4
ROUGE-2+StopWordRemoval+Stemming,TASK3,296,0.03414,0.125,0.05363,4
ROUGE-2+StopWordRemoval+Stemming,TASK3,297,0.03253,0.125,0.05162,4
ROUGE-2+StopWordRemoval+Stemming,TASK3,298,0.00385,0.03571,0.00694,4
ROUGE-2+StopWordRemoval+Stemming,TASK3,299,0,0,0,4
ROUGE-2+StopWordRemoval+Stemming,TASK3,300,0,0,0,4
ROUGE-2+StopWordRemoval+Stemming,TASK3,301,0.00397,0.00806,0.00532,4
ROUGE-2+StopWordRemoval+Stemming,TASK3,302,0,0,0,4
ROUGE-2+StopWordRemoval+Stemming,TASK3,303,0.00397,0.00926,0.00556,4
ROUGE-2+StopWordRemoval+Stemming,TASK3,304,0.01259,0.0625,0.02096,4
ROUGE-2+StopWordRemoval+Stemming,TASK3,305,0,0,0,4
ROUGE-2+StopWordRemoval+Stemming,TASK3,306,0.02459,0.15,0.04226,4
ROUGE-2+StopWordRemoval+Stemming,TASK3,307,0.01644,0.05556,0.02537,4
ROUGE-2+StopWordRemoval+Stemming,TASK3,308,0.00431,0.0119,0.00633,4
ROUGE-2+StopWordRemoval+Stemming,TASK3,309,0.00431,0.03125,0.00758,4
ROUGE-2+StopWordRemoval+Stemming,TASK3,310,0,0,0,4
ROUGE-2+StopWordRemoval+Stemming,TASK3,311,0.03672,0.075,0.0493,4
ROUGE-2+StopWordRemoval+Stemming,TASK3,312,0.03708,0.07031,0.04856,4
ROUGE-2+StopWordRemoval+Stemming,TASK3,313,0,0,0,4
ROUGE-2+StopWordRemoval+Stemming,TASK3,314,0,0,0,4
ROUGE-2+StopWordRemoval+Stemming,TASK3,315,0,0,0,4
ROUGE-2+StopWordRemoval+Stemming,TASK3,316,0,0,0,4
ROUGE-2+StopWordRemoval+Stemming,TASK3,317,0,0,0,4
